year,month,day,team,total_points_per_game
2020,11,22,Cincinnati,27.0
2020,11,22,Chicago,23.0
2020,11,22,Jacksonville,16.0
2020,11,22,Denver,18.0
2020,11,22,Washington,19.0
2020,11,22,NY Giants,20.0
2020,11,22,NY Jets,0.0
2020,11,15,Green Bay,30.0
2020,11,15,Seattle,27.0
2020,11,15,Dallas,37.0
2020,11,15,Cleveland,32.0
2020,11,15,New Orleans,30.0
2020,11,15,Tennessee,42.0
2020,11,15,Las Vegas,40.0
2020,11,15,Baltimore,27.0
2020,11,15,Kansas City,32.0
2020,11,15,Pittsburgh,38.0
2020,11,15,Tampa Bay,19.0
2020,11,15,Buffalo,16.0
2020,11,15,Miami,43.0
2020,11,15,LA Rams,30.0
2020,11,15,Minnesota,26.0
2020,11,15,Arizona,30.0
2020,11,15,Indianapolis,23.0
2020,11,15,San Francisco,17.0
2020,11,15,Detroit,29.0
2020,11,15,Carolina,23.0
2020,11,15,Atlanta,16.0
2020,11,15,New England,10.0
2020,11,15,Philadelphia,29.0
2020,11,15,Houston,30.0
2020,11,15,LA Chargers,27.0
2020,11,15,Jacksonville,14.0
2020,11,15,Chicago,20.0
2020,11,15,Denver,37.0
2020,11,15,Cincinnati,3.0
2020,11,15,Washington,10.0
2020,11,15,NY Giants,34.0
2020,11,15,NY Jets,10.0
2020,11,8,Green Bay,30.0
2020,11,8,Seattle,31.0
2020,11,8,Dallas,38.0
2020,11,8,Cleveland,49.0
2020,11,8,Buffalo,30.0
2020,11,8,New Orleans,35.0
2020,11,8,Baltimore,31.0
2020,11,8,Tampa Bay,38.0
2020,11,8,Kansas City,26.0
2020,11,8,Las Vegas,23.0
2020,11,8,San Francisco,20.0
2020,11,8,Tennessee,31.0
2020,11,8,Pittsburgh,28.0
2020,11,8,LA Rams,17.0
2020,11,8,Atlanta,16.0
2020,11,8,Minnesota,31.0
2020,11,8,Indianapolis,19.0
2020,11,8,Detroit,29.0
2020,11,8,Carolina,31.0
2020,11,8,Cincinnati,33.0
2020,11,8,Arizona,21.0
2020,11,8,New England,10.0
2020,11,8,Jacksonville,25.0
2020,11,8,Miami,23.0
2020,11,8,Chicago,11.0
2020,11,8,Philadelphia,25.0
2020,11,8,LA Chargers,31.0
2020,11,8,Denver,37.0
2020,11,8,Houston,23.0
2020,11,8,Washington,17.0
2020,11,8,NY Jets,28.0
2020,11,8,NY Giants,9.0
2020,11,1,Green Bay,37.0
2020,11,1,Seattle,38.0
2020,11,1,Buffalo,35.0
2020,11,1,Kansas City,34.0
2020,11,1,Baltimore,20.0
2020,11,1,Atlanta,26.0
2020,11,1,LA Rams,32.0
2020,11,1,Dallas,31.0
2020,11,1,Las Vegas,20.0
2020,11,1,New Orleans,30.0
2020,11,1,New England,36.0
2020,11,1,San Francisco,36.0
2020,11,1,Indianapolis,36.0
2020,11,1,Tampa Bay,28.0
2020,11,1,Pittsburgh,28.0
2020,11,1,Tennessee,31.0
2020,11,1,Arizona,23.0
2020,11,1,Minnesota,30.0
2020,11,1,Cleveland,34.0
2020,11,1,Chicago,30.0
2020,11,1,Detroit,26.0
2020,11,1,Jacksonville,13.0
2020,11,1,Miami,31.0
2020,11,1,Carolina,21.0
2020,11,1,Cincinnati,23.0
2020,11,1,Washington,20.0
2020,11,1,Philadelphia,23.0
2020,11,1,Houston,21.0
2020,11,1,LA Chargers,16.0
2020,11,1,Denver,10.0
2020,11,1,NY Giants,9.0
2020,11,1,NY Jets,7.0
2020,10,25,Seattle,27.0
2020,10,25,Tennessee,42.0
2020,10,25,Green Bay,10.0
2020,10,25,Pittsburgh,38.0
2020,10,25,New Orleans,30.0
2020,10,25,Las Vegas,40.0
2020,10,25,Baltimore,30.0
2020,10,25,Tampa Bay,38.0
2020,10,25,Kansas City,26.0
2020,10,25,Dallas,10.0
2020,10,25,Arizona,38.0
2020,10,25,Cleveland,7.0
2020,10,25,Atlanta,40.0
2020,10,25,Miami,24.0
2020,10,25,Detroit,34.0
2020,10,25,Indianapolis,31.0
2020,10,25,Buffalo,17.0
2020,10,25,Minnesota,23.0
2020,10,25,LA Rams,16.0
2020,10,25,San Francisco,24.0
2020,10,25,Houston,36.0
2020,10,25,Philadelphia,22.0
2020,10,25,Carolina,16.0
2020,10,25,LA Chargers,27.0
2020,10,25,New England,12.0
2020,10,25,Cincinnati,27.0
2020,10,25,Chicago,23.0
2020,10,25,Jacksonville,16.0
2020,10,25,Denver,18.0
2020,10,25,Washington,19.0
2020,10,25,NY Giants,21.0
2020,10,25,NY Jets,0.0
2020,10,18,Green Bay,30.0
2020,10,18,Seattle,27.0
2020,10,18,Dallas,37.0
2020,10,18,Cleveland,32.0
2020,10,18,New Orleans,30.0
2020,10,18,Tennessee,42.0
2020,10,18,Las Vegas,40.0
2020,10,18,Baltimore,27.0
2020,10,18,Kansas City,32.0
2020,10,18,Pittsburgh,38.0
2020,10,18,Tampa Bay,19.0
2020,10,18,Buffalo,16.0
2020,10,18,Miami,43.0
2020,10,18,LA Rams,30.0
2020,10,18,Minnesota,26.0
2020,10,18,Arizona,30.0
2020,10,18,Indianapolis,23.0
2020,10,18,San Francisco,17.0
2020,10,18,Detroit,29.0
2020,10,18,Carolina,23.0
2020,10,18,Atlanta,16.0
2020,10,18,New England,10.0
2020,10,18,Philadelphia,29.0
2020,10,18,Houston,30.0
2020,10,18,LA Chargers,27.0
2020,10,18,Jacksonville,14.0
2020,10,18,Chicago,20.0
2020,10,18,Denver,37.0
2020,10,18,Cincinnati,3.0
2020,10,18,Washington,10.0
2020,10,18,NY Giants,34.0
2020,10,18,NY Jets,10.0
2020,10,11,Green Bay,30.0
2020,10,11,Seattle,31.0
2020,10,11,Dallas,38.0
2020,10,11,Cleveland,49.0
2020,10,11,Buffalo,30.0
2020,10,11,New Orleans,35.0
2020,10,11,Baltimore,31.0
2020,10,11,Kansas City,26.0
2020,10,11,Tampa Bay,19.0
2020,10,11,Las Vegas,23.0
2020,10,11,San Francisco,20.0
2020,10,11,Tennessee,31.0
2020,10,11,Pittsburgh,28.0
2020,10,11,LA Rams,17.0
2020,10,11,Atlanta,16.0
2020,10,11,Minnesota,31.0
2020,10,11,Indianapolis,19.0
2020,10,11,Detroit,29.0
2020,10,11,Carolina,31.0
2020,10,11,Cincinnati,33.0
2020,10,11,Arizona,21.0
2020,10,11,New England,10.0
2020,10,11,Jacksonville,25.0
2020,10,11,Miami,23.0
2020,10,11,Chicago,20.0
2020,10,11,Philadelphia,25.0
2020,10,11,LA Chargers,31.0
2020,10,11,Denver,37.0
2020,10,11,Houston,23.0
2020,10,11,Washington,17.0
2020,10,11,NY Jets,28.0
2020,10,11,NY Giants,9.0
2020,10,4,Green Bay,37.0
2020,10,4,Seattle,38.0
2020,10,4,Buffalo,35.0
2020,10,4,Kansas City,34.0
2020,10,4,Baltimore,20.0
2020,10,4,Atlanta,26.0
2020,10,4,LA Rams,32.0
2020,10,4,Dallas,31.0
2020,10,4,Las Vegas,20.0
2020,10,4,New Orleans,30.0
2020,10,4,New England,36.0
2020,10,4,San Francisco,36.0
2020,10,4,Indianapolis,36.0
2020,10,4,Tampa Bay,28.0
2020,10,4,Pittsburgh,28.0
2020,10,4,Tennessee,31.0
2020,10,4,Arizona,23.0
2020,10,4,Cleveland,34.0
2020,10,4,Minnesota,30.0
2020,10,4,Chicago,30.0
2020,10,4,Jacksonville,13.0
2020,10,4,Miami,31.0
2020,10,4,Detroit,26.0
2020,10,4,Carolina,21.0
2020,10,4,Cincinnati,23.0
2020,10,4,Washington,20.0
2020,10,4,Denver,37.0
2020,10,4,Philadelphia,23.0
2020,10,4,Houston,21.0
2020,10,4,LA Chargers,16.0
2020,10,4,NY Jets,28.0
2020,10,4,NY Giants,9.0
2020,9,27,Green Bay,42.0
2020,9,27,Seattle,35.0
2020,9,27,Baltimore,33.0
2020,9,27,Las Vegas,34.0
2020,9,27,Atlanta,39.0
2020,9,27,Buffalo,31.0
2020,9,27,New Orleans,24.0
2020,9,27,LA Rams,37.0
2020,9,27,Dallas,40.0
2020,9,27,Kansas City,23.0
2020,9,27,Arizona,30.0
2020,9,27,Tampa Bay,31.0
2020,9,27,Pittsburgh,26.0
2020,9,27,San Francisco,31.0
2020,9,27,New England,30.0
2020,9,27,Tennessee,33.0
2020,9,27,Indianapolis,28.0
2020,9,27,Carolina,17.0
2020,9,27,Miami,31.0
2020,9,27,Jacksonville,13.0
2020,9,27,Minnesota,11.0
2020,9,27,Chicago,17.0
2020,9,27,Detroit,21.0
2020,9,27,Cincinnati,30.0
2020,9,27,Washington,15.0
2020,9,27,Cleveland,35.0
2020,9,27,LA Chargers,20.0
2020,9,27,Philadelphia,19.0
2020,9,27,Houston,16.0
2020,9,27,Denver,21.0
2020,9,27,NY Jets,13.0
2020,9,27,NY Giants,13.0
2020,9,20,Green Bay,43.0
2020,9,20,Seattle,38.0
2020,9,20,Baltimore,38.0
2020,9,20,New Orleans,34.0
2020,9,20,Minnesota,34.0
2020,9,20,Las Vegas,34.0
2020,9,20,Kansas City,34.0
2020,9,20,Carolina,30.0
2020,9,20,Washington,27.0
2020,9,20,Jacksonville,27.0
2020,9,20,Chicago,27.0
2020,9,20,Buffalo,27.0
2020,9,20,Pittsburgh,26.0
2020,9,20,Atlanta,25.0
2020,9,20,Arizona,24.0
2020,9,20,Detroit,23.0
2020,9,20,Tampa Bay,23.0
2020,9,20,Cincinnati,30.0
2020,9,20,New England,21.0
2020,9,20,Cleveland,35.0
2020,9,20,Houston,20.0
2020,9,20,Indianapolis,20.0
2020,9,20,LA Rams,20.0
2020,9,20,San Francisco,20.0
2020,9,20,Philadelphia,17.0
2020,9,20,Dallas,17.0
2020,9,20,NY Jets,17.0
2020,9,20,LA Chargers,16.0
2020,9,20,Tennessee,16.0
2020,9,20,NY Giants,16.0
2020,9,20,Denver,14.0
2020,9,20,Miami,11.0
2020,9,13,Kansas City,34.0
2020,9,13,Houston,20.0
2020,9,6,Baltimore,12.0
2020,9,6,Kansas City,31.0
2020,9,6,San Francisco,20.0
2020,9,6,Tampa Bay,22.0
2020,9,6,New Orleans,20.0
2020,9,6,Dallas,47.0
2020,9,6,New England,13.0
2020,9,6,Tennessee,24.0
2020,9,6,Seattle,23.0
2020,9,6,LA Rams,31.0
2020,9,6,Minnesota,10.0
2020,9,6,Houston,31.0
2020,9,6,Atlanta,28.0
2020,9,6,Green Bay,20.0
2020,9,6,Philadelphia,9.0
2020,9,6,Indianapolis,20.0
2020,9,6,Arizona,24.0
2020,9,6,Detroit,20.0
2020,9,6,NY Giants,17.0
2020,9,6,Carolina,10.0
2020,9,6,LA Chargers,21.0
2020,9,6,Cleveland,23.0
2020,9,6,Buffalo,19.0
2020,9,6,Las Vegas,15.0
2020,9,6,Miami,27.0
2020,9,6,Jacksonville,38.0
2020,9,6,Pittsburgh,10.0
2020,9,6,Denver,16.0
2020,9,6,Chicago,21.0
2020,9,6,Cincinnati,33.0
2020,9,6,NY Jets,13.0
2020,9,6,Washington,16.0
2020,2,23,Baltimore,12.0
2020,2,23,Kansas City,31.0
2020,2,23,San Francisco,20.0
2020,2,23,Tampa Bay,22.0
2020,2,23,New Orleans,20.0
2020,2,23,Dallas,47.0
2020,2,23,New England,13.0
2020,2,23,Tennessee,24.0
2020,2,23,Seattle,23.0
2020,2,23,LA Rams,31.0
2020,2,23,Minnesota,10.0
2020,2,23,Houston,31.0
2020,2,23,Atlanta,28.0
2020,2,23,Green Bay,20.0
2020,2,23,Philadelphia,9.0
2020,2,23,Indianapolis,20.0
2020,2,23,Arizona,24.0
2020,2,23,Detroit,20.0
2020,2,23,NY Giants,17.0
2020,2,23,Carolina,10.0
2020,2,23,LA Chargers,21.0
2020,2,23,Cleveland,23.0
2020,2,23,Buffalo,19.0
2020,2,23,Las Vegas,15.0
2020,2,23,Miami,27.0
2020,2,23,Jacksonville,38.0
2020,2,23,Pittsburgh,10.0
2020,2,23,Denver,16.0
2020,2,23,Chicago,21.0
2020,2,23,Cincinnati,33.0
2020,2,23,NY Jets,13.0
2020,2,23,Washington,16.0
2020,2,16,Baltimore,12.0
2020,2,16,Kansas City,31.0
2020,2,16,San Francisco,20.0
2020,2,16,Tampa Bay,22.0
2020,2,16,New Orleans,20.0
2020,2,16,Dallas,47.0
2020,2,16,New England,13.0
2020,2,16,Tennessee,24.0
2020,2,16,Seattle,23.0
2020,2,16,LA Rams,31.0
2020,2,16,Minnesota,10.0
2020,2,16,Houston,31.0
2020,2,16,Atlanta,28.0
2020,2,16,Green Bay,20.0
2020,2,16,Philadelphia,9.0
2020,2,16,Indianapolis,20.0
2020,2,16,Arizona,24.0
2020,2,16,Detroit,20.0
2020,2,16,NY Giants,17.0
2020,2,16,Carolina,10.0
2020,2,16,LA Chargers,21.0
2020,2,16,Cleveland,23.0
2020,2,16,Buffalo,19.0
2020,2,16,Las Vegas,15.0
2020,2,16,Miami,27.0
2020,2,16,Jacksonville,38.0
2020,2,16,Pittsburgh,10.0
2020,2,16,Denver,16.0
2020,2,16,Chicago,21.0
2020,2,16,Cincinnati,33.0
2020,2,16,NY Jets,13.0
2020,2,16,Washington,16.0
2020,2,9,Baltimore,12.0
2020,2,9,Kansas City,31.0
2020,2,9,San Francisco,20.0
2020,2,9,Tampa Bay,22.0
2020,2,9,New Orleans,20.0
2020,2,9,Dallas,47.0
2020,2,9,New England,13.0
2020,2,9,Tennessee,24.0
2020,2,9,Seattle,23.0
2020,2,9,LA Rams,31.0
2020,2,9,Minnesota,10.0
2020,2,9,Houston,31.0
2020,2,9,Atlanta,28.0
2020,2,9,Green Bay,20.0
2020,2,9,Philadelphia,9.0
2020,2,9,Indianapolis,20.0
2020,2,9,Arizona,24.0
2020,2,9,Detroit,20.0
2020,2,9,NY Giants,17.0
2020,2,9,Carolina,10.0
2020,2,9,LA Chargers,21.0
2020,2,9,Cleveland,23.0
2020,2,9,Buffalo,19.0
2020,2,9,Las Vegas,15.0
2020,2,9,Miami,27.0
2020,2,9,Jacksonville,38.0
2020,2,9,Pittsburgh,10.0
2020,2,9,Denver,16.0
2020,2,9,Chicago,21.0
2020,2,9,Cincinnati,33.0
2020,2,9,NY Jets,13.0
2020,2,9,Washington,16.0
2020,2,2,Baltimore,12.0
2020,2,2,San Francisco,37.0
2020,2,2,Kansas City,35.0
2020,2,2,Tampa Bay,22.0
2020,2,2,New Orleans,20.0
2020,2,2,Dallas,47.0
2020,2,2,New England,13.0
2020,2,2,Tennessee,24.0
2020,2,2,Seattle,23.0
2020,2,2,LA Rams,31.0
2020,2,2,Minnesota,10.0
2020,2,2,Houston,31.0
2020,2,2,Atlanta,28.0
2020,2,2,Green Bay,20.0
2020,2,2,Philadelphia,9.0
2020,2,2,Indianapolis,20.0
2020,2,2,Arizona,24.0
2020,2,2,Detroit,20.0
2020,2,2,NY Giants,17.0
2020,2,2,Carolina,10.0
2020,2,2,LA Chargers,21.0
2020,2,2,Cleveland,23.0
2020,2,2,Buffalo,19.0
2020,2,2,Las Vegas,15.0
2020,2,2,Miami,27.0
2020,2,2,Jacksonville,38.0
2020,2,2,Pittsburgh,10.0
2020,2,2,Denver,16.0
2020,2,2,Chicago,21.0
2020,2,2,Cincinnati,33.0
2020,2,2,NY Jets,13.0
2020,2,2,Washington,16.0
2020,1,26,Baltimore,12.0
2020,1,26,San Francisco,37.0
2020,1,26,Kansas City,35.0
2020,1,26,Tampa Bay,22.0
2020,1,26,New Orleans,20.0
2020,1,26,Dallas,47.0
2020,1,26,New England,13.0
2020,1,26,Tennessee,24.0
2020,1,26,Seattle,23.0
2020,1,26,LA Rams,31.0
2020,1,26,Minnesota,10.0
2020,1,26,Houston,31.0
2020,1,26,Atlanta,28.0
2020,1,26,Green Bay,20.0
2020,1,26,Philadelphia,9.0
2020,1,26,Indianapolis,20.0
2020,1,26,Arizona,24.0
2020,1,26,Detroit,20.0
2020,1,26,NY Giants,17.0
2020,1,26,Carolina,10.0
2020,1,26,LA Chargers,21.0
2020,1,26,Cleveland,23.0
2020,1,26,Buffalo,19.0
2020,1,26,Las Vegas,15.0
2020,1,26,Miami,27.0
2020,1,26,Jacksonville,38.0
2020,1,26,Pittsburgh,10.0
2020,1,26,Denver,16.0
2020,1,26,Chicago,21.0
2020,1,26,Cincinnati,33.0
2020,1,26,NY Jets,13.0
2020,1,26,Washington,16.0
2020,1,19,Baltimore,12.0
2020,1,19,San Francisco,27.0
2020,1,19,Kansas City,51.0
2020,1,19,Tampa Bay,22.0
2020,1,19,New Orleans,20.0
2020,1,19,Dallas,47.0
2020,1,19,New England,13.0
2020,1,19,Tennessee,28.0
2020,1,19,Seattle,23.0
2020,1,19,LA Rams,31.0
2020,1,19,Minnesota,10.0
2020,1,19,Houston,31.0
2020,1,19,Atlanta,28.0
2020,1,19,Green Bay,28.0
2020,1,19,Philadelphia,9.0
2020,1,19,Indianapolis,20.0
2020,1,19,Arizona,24.0
2020,1,19,Detroit,20.0
2020,1,19,NY Giants,17.0
2020,1,19,Carolina,10.0
2020,1,19,LA Chargers,21.0
2020,1,19,Cleveland,23.0
2020,1,19,Buffalo,19.0
2020,1,19,Las Vegas,15.0
2020,1,19,Miami,27.0
2020,1,19,Jacksonville,38.0
2020,1,19,Pittsburgh,10.0
2020,1,19,Denver,16.0
2020,1,19,Chicago,21.0
2020,1,19,Cincinnati,33.0
2020,1,19,NY Jets,13.0
2020,1,19,Washington,16.0
2020,1,12,Baltimore,12.0
2020,1,12,San Francisco,27.0
2020,1,12,Tampa Bay,22.0
2020,1,12,Kansas City,31.0
2020,1,12,New Orleans,20.0
2020,1,12,Dallas,47.0
2020,1,12,New England,13.0
2020,1,12,Tennessee,28.0
2020,1,12,Seattle,17.0
2020,1,12,LA Rams,31.0
2020,1,12,Minnesota,10.0
2020,1,12,Atlanta,28.0
2020,1,12,Houston,22.0
2020,1,12,Green Bay,23.0
2020,1,12,Philadelphia,9.0
2020,1,12,Indianapolis,20.0
2020,1,12,Arizona,24.0
2020,1,12,Detroit,20.0
2020,1,12,NY Giants,17.0
2020,1,12,Carolina,10.0
2020,1,12,LA Chargers,21.0
2020,1,12,Cleveland,23.0
2020,1,12,Buffalo,19.0
2020,1,12,Las Vegas,15.0
2020,1,12,Miami,27.0
2020,1,12,Jacksonville,38.0
2020,1,12,Pittsburgh,10.0
2020,1,12,Denver,16.0
2020,1,12,Chicago,21.0
2020,1,12,Cincinnati,33.0
2020,1,12,NY Jets,13.0
2020,1,12,Washington,16.0
2020,1,5,Baltimore,28.0
2020,1,5,San Francisco,26.0
2020,1,5,Tampa Bay,22.0
2020,1,5,New Orleans,42.0
2020,1,5,Kansas City,31.0
2020,1,5,Dallas,47.0
2020,1,5,New England,13.0
2020,1,5,Minnesota,19.0
2020,1,5,Seattle,21.0
2020,1,5,Tennessee,20.0
2020,1,5,LA Rams,31.0
2020,1,5,Philadelphia,34.0
2020,1,5,Atlanta,28.0
2020,1,5,Houston,22.0
2020,1,5,Green Bay,23.0
2020,1,5,Arizona,24.0
2020,1,5,Indianapolis,20.0
2020,1,5,NY Giants,17.0
2020,1,5,Detroit,20.0
2020,1,5,Carolina,10.0
2020,1,5,LA Chargers,21.0
2020,1,5,Cleveland,23.0
2020,1,5,Buffalo,19.0
2020,1,5,Las Vegas,15.0
2020,1,5,Miami,27.0
2020,1,5,Jacksonville,38.0
2020,1,5,Pittsburgh,10.0
2020,1,5,Denver,16.0
2020,1,5,Chicago,21.0
2020,1,5,Cincinnati,33.0
2020,1,5,NY Jets,13.0
2020,1,5,Washington,16.0
2019,12,29,Baltimore,45.0
2019,12,29,San Francisco,37.0
2019,12,29,Tampa Bay,35.0
2019,12,29,Kansas City,24.0
2019,12,29,New England,13.0
2019,12,29,Seattle,17.0
2019,12,29,Minnesota,27.0
2019,12,29,Dallas,15.0
2019,12,29,New Orleans,26.0
2019,12,29,Houston,20.0
2019,12,29,Carolina,31.0
2019,12,29,Green Bay,8.0
2019,12,29,Detroit,20.0
2019,12,29,LA Rams,6.0
2019,12,29,Arizona,26.0
2019,12,29,Tennessee,42.0
2019,12,29,Indianapolis,17.0
2019,12,29,Philadelphia,9.0
2019,12,29,Atlanta,18.0
2019,12,29,Buffalo,26.0
2019,12,29,Cleveland,41.0
2019,12,29,Las Vegas,3.0
2019,12,29,LA Chargers,17.0
2019,12,29,NY Giants,14.0
2019,12,29,Pittsburgh,16.0
2019,12,29,Jacksonville,20.0
2019,12,29,NY Jets,34.0
2019,12,29,Chicago,24.0
2019,12,29,Denver,3.0
2019,12,29,Miami,24.0
2019,12,29,Cincinnati,10.0
2019,12,29,Washington,19.0
2019,12,22,Baltimore,41.0
2019,12,22,San Francisco,36.0
2019,12,22,New England,17.0
2019,12,22,Dallas,35.0
2019,12,22,Kansas City,24.0
2019,12,22,Tampa Bay,17.0
2019,12,22,Seattle,27.0
2019,12,22,Minnesota,27.0
2019,12,22,Green Bay,24.0
2019,12,22,Detroit,27.0
2019,12,22,LA Rams,17.0
2019,12,22,Houston,20.0
2019,12,22,New Orleans,34.0
2019,12,22,Philadelphia,10.0
2019,12,22,Carolina,3.0
2019,12,22,Arizona,26.0
2019,12,22,Las Vegas,17.0
2019,12,22,Indianapolis,17.0
2019,12,22,Atlanta,29.0
2019,12,22,Buffalo,37.0
2019,12,22,LA Chargers,17.0
2019,12,22,NY Giants,27.0
2019,12,22,Tennessee,35.0
2019,12,22,Pittsburgh,7.0
2019,12,22,Cleveland,21.0
2019,12,22,Jacksonville,13.0
2019,12,22,Denver,23.0
2019,12,22,Chicago,7.0
2019,12,22,NY Jets,34.0
2019,12,22,Cincinnati,10.0
2019,12,22,Miami,20.0
2019,12,22,Washington,17.0
2019,12,15,Baltimore,49.0
2019,12,15,New England,20.0
2019,12,15,Tampa Bay,30.0
2019,12,15,San Francisco,24.0
2019,12,15,Kansas City,32.0
2019,12,15,Dallas,24.0
2019,12,15,Seattle,27.0
2019,12,15,Houston,26.0
2019,12,15,Minnesota,28.0
2019,12,15,LA Rams,12.0
2019,12,15,Green Bay,24.0
2019,12,15,Carolina,16.0
2019,12,15,Philadelphia,22.0
2019,12,15,Detroit,13.0
2019,12,15,Las Vegas,26.0
2019,12,15,New Orleans,9.0
2019,12,15,Arizona,27.0
2019,12,15,Indianapolis,12.0
2019,12,15,Atlanta,26.0
2019,12,15,LA Chargers,24.0
2019,12,15,NY Giants,27.0
2019,12,15,Tennessee,35.0
2019,12,15,Pittsburgh,7.0
2019,12,15,Jacksonville,3.0
2019,12,15,Buffalo,16.0
2019,12,15,Cleveland,21.0
2019,12,15,Chicago,20.0
2019,12,15,Denver,24.0
2019,12,15,Cincinnati,13.0
2019,12,15,NY Jets,34.0
2019,12,15,Miami,16.0
2019,12,15,Washington,9.0
2019,12,8,Baltimore,37.0
2019,12,8,New England,20.0
2019,12,8,San Francisco,28.0
2019,12,8,Tampa Bay,34.0
2019,12,8,Dallas,37.0
2019,12,8,Kansas City,26.0
2019,12,8,Seattle,40.0
2019,12,8,LA Rams,24.0
2019,12,8,Houston,26.0
2019,12,8,Carolina,30.0
2019,12,8,Minnesota,23.0
2019,12,8,Detroit,24.0
2019,12,8,Green Bay,11.0
2019,12,8,Philadelphia,22.0
2019,12,8,New Orleans,31.0
2019,12,8,Las Vegas,26.0
2019,12,8,Indianapolis,24.0
2019,12,8,Pittsburgh,26.0
2019,12,8,Arizona,25.0
2019,12,8,LA Chargers,24.0
2019,12,8,Atlanta,20.0
2019,12,8,Buffalo,24.0
2019,12,8,NY Giants,18.0
2019,12,8,Jacksonville,3.0
2019,12,8,Cleveland,19.0
2019,12,8,Tennessee,20.0
2019,12,8,Chicago,14.0
2019,12,8,Denver,24.0
2019,12,8,Cincinnati,10.0
2019,12,8,Miami,26.0
2019,12,8,Washington,9.0
2019,12,8,NY Jets,18.0
2019,12,1,New England,27.0
2019,12,1,Baltimore,30.0
2019,12,1,San Francisco,28.0
2019,12,1,Kansas City,24.0
2019,12,1,Tampa Bay,23.0
2019,12,1,Dallas,37.0
2019,12,1,Green Bay,31.0
2019,12,1,LA Rams,24.0
2019,12,1,Houston,27.0
2019,12,1,Minnesota,19.0
2019,12,1,Seattle,27.0
2019,12,1,Detroit,31.0
2019,12,1,Carolina,13.0
2019,12,1,Philadelphia,31.0
2019,12,1,New Orleans,31.0
2019,12,1,Indianapolis,15.0
2019,12,1,Arizona,25.0
2019,12,1,Jacksonville,29.0
2019,12,1,Las Vegas,24.0
2019,12,1,Pittsburgh,27.0
2019,12,1,Atlanta,20.0
2019,12,1,NY Giants,26.0
2019,12,1,LA Chargers,17.0
2019,12,1,Buffalo,13.0
2019,12,1,Cleveland,13.0
2019,12,1,Tennessee,27.0
2019,12,1,Chicago,16.0
2019,12,1,Denver,13.0
2019,12,1,Cincinnati,10.0
2019,12,1,Washington,9.0
2019,12,1,NY Jets,15.0
2019,12,1,Miami,14.0
2019,11,24,Baltimore,41.0
2019,11,24,San Francisco,36.0
2019,11,24,New England,17.0
2019,11,24,Dallas,35.0
2019,11,24,Kansas City,24.0
2019,11,24,Tampa Bay,17.0
2019,11,24,Seattle,27.0
2019,11,24,Minnesota,27.0
2019,11,24,Green Bay,24.0
2019,11,24,Detroit,27.0
2019,11,24,LA Rams,17.0
2019,11,24,Houston,20.0
2019,11,24,New Orleans,34.0
2019,11,24,Philadelphia,10.0
2019,11,24,Carolina,3.0
2019,11,24,Arizona,26.0
2019,11,24,Las Vegas,17.0
2019,11,24,Indianapolis,17.0
2019,11,24,Atlanta,29.0
2019,11,24,Buffalo,37.0
2019,11,24,LA Chargers,17.0
2019,11,24,NY Giants,27.0
2019,11,24,Tennessee,35.0
2019,11,24,Pittsburgh,7.0
2019,11,24,Cleveland,21.0
2019,11,24,Jacksonville,13.0
2019,11,24,Denver,23.0
2019,11,24,Chicago,7.0
2019,11,24,NY Jets,34.0
2019,11,24,Cincinnati,10.0
2019,11,24,Miami,20.0
2019,11,24,Washington,17.0
2019,11,17,Baltimore,49.0
2019,11,17,New England,20.0
2019,11,17,Tampa Bay,30.0
2019,11,17,San Francisco,24.0
2019,11,17,Kansas City,32.0
2019,11,17,Dallas,24.0
2019,11,17,Seattle,27.0
2019,11,17,Houston,26.0
2019,11,17,Minnesota,28.0
2019,11,17,LA Rams,12.0
2019,11,17,Green Bay,24.0
2019,11,17,Carolina,16.0
2019,11,17,Philadelphia,22.0
2019,11,17,Detroit,13.0
2019,11,17,Las Vegas,26.0
2019,11,17,New Orleans,9.0
2019,11,17,Arizona,27.0
2019,11,17,Indianapolis,12.0
2019,11,17,Atlanta,26.0
2019,11,17,LA Chargers,24.0
2019,11,17,NY Giants,27.0
2019,11,17,Tennessee,35.0
2019,11,17,Pittsburgh,7.0
2019,11,17,Jacksonville,3.0
2019,11,17,Buffalo,16.0
2019,11,17,Cleveland,21.0
2019,11,17,Chicago,20.0
2019,11,17,Denver,24.0
2019,11,17,Cincinnati,13.0
2019,11,17,NY Jets,34.0
2019,11,17,Miami,16.0
2019,11,17,Washington,9.0
2019,11,10,Baltimore,37.0
2019,11,10,New England,20.0
2019,11,10,San Francisco,28.0
2019,11,10,Tampa Bay,34.0
2019,11,10,Dallas,37.0
2019,11,10,Kansas City,26.0
2019,11,10,Seattle,40.0
2019,11,10,LA Rams,24.0
2019,11,10,Houston,26.0
2019,11,10,Carolina,30.0
2019,11,10,Minnesota,23.0
2019,11,10,Detroit,24.0
2019,11,10,Green Bay,11.0
2019,11,10,Philadelphia,22.0
2019,11,10,New Orleans,31.0
2019,11,10,Las Vegas,26.0
2019,11,10,Indianapolis,24.0
2019,11,10,Pittsburgh,26.0
2019,11,10,Arizona,25.0
2019,11,10,LA Chargers,24.0
2019,11,10,Atlanta,20.0
2019,11,10,Buffalo,24.0
2019,11,10,NY Giants,18.0
2019,11,10,Jacksonville,3.0
