year,month,day,team,offensive_interceptions
2018,10,14,New Orleans,0.0
2018,10,14,Philadelphia,0.0
2018,10,14,Atlanta,0.0
2018,10,14,Kansas City,2.0
2018,10,14,Green Bay,0.0
2018,10,14,LA Chargers,0.0
2018,10,14,Minnesota,0.0
2018,10,14,Washington,1.0
2018,10,14,Baltimore,1.0
2018,10,14,Seattle,0.0
2018,10,14,NY Giants,1.0
2018,10,14,Carolina,2.0
2018,10,14,Chicago,0.0
2018,10,14,LA Rams,2.0
2018,10,14,Dallas,2.0
2018,10,14,Arizona,0.0
2018,10,14,Houston,1.0
2018,10,14,Miami,2.0
2018,10,14,Cleveland,1.0
2018,10,14,Indianapolis,2.0
2018,10,14,Tennessee,1.0
2018,10,14,New England,2.0
2018,10,14,Detroit,0.0
2018,10,14,Pittsburgh,1.0
2018,10,14,NY Jets,1.0
2018,10,14,Denver,1.0
2018,10,14,Cincinnati,1.0
2018,10,14,Jacksonville,4.0
2018,10,14,Buffalo,1.0
2018,10,14,San Francisco,2.0
2018,10,14,Las Vegas,1.0
2018,10,14,Tampa Bay,3.0
2018,10,7,New Orleans,0.0
2018,10,7,Kansas City,0.0
2018,10,7,NY Giants,0.0
2018,10,7,Carolina,0.0
2018,10,7,Washington,1.0
2018,10,7,Minnesota,0.0
2018,10,7,LA Rams,0.0
2018,10,7,Philadelphia,0.0
2018,10,7,LA Chargers,1.0
2018,10,7,Green Bay,1.0
2018,10,7,Dallas,0.0
2018,10,7,Baltimore,0.0
2018,10,7,Atlanta,0.0
2018,10,7,Seattle,0.0
2018,10,7,Jacksonville,1.0
2018,10,7,Chicago,0.0
2018,10,7,Miami,1.0
2018,10,7,Houston,1.0
2018,10,7,Cleveland,2.0
2018,10,7,Indianapolis,2.0
2018,10,7,Tennessee,1.0
2018,10,7,New England,2.0
2018,10,7,Pittsburgh,1.0
2018,10,7,San Francisco,2.0
2018,10,7,NY Jets,0.0
2018,10,7,Arizona,0.0
2018,10,7,Detroit,0.0
2018,10,7,Cincinnati,1.0
2018,10,7,Buffalo,2.0
2018,10,7,Denver,1.0
2018,10,7,Tampa Bay,3.0
2018,10,7,Las Vegas,2.0
2018,9,30,LA Rams,0.0
2018,9,30,New England,0.0
2018,9,30,Kansas City,0.0
2018,9,30,Philadelphia,1.0
2018,9,30,Indianapolis,0.0
2018,9,30,New Orleans,2.0
2018,9,30,Minnesota,2.0
2018,9,30,Atlanta,0.0
2018,9,30,Jacksonville,0.0
2018,9,30,LA Chargers,0.0
2018,9,30,Detroit,0.0
2018,9,30,Buffalo,2.0
2018,9,30,NY Jets,0.0
2018,9,30,Chicago,0.0
2018,9,30,Cincinnati,0.0
2018,9,30,Seattle,0.0
2018,9,30,Washington,3.0
2018,9,30,Baltimore,1.0
2018,9,30,Dallas,0.0
2018,9,30,NY Giants,1.0
2018,9,30,Las Vegas,1.0
2018,9,30,Tampa Bay,3.0
2018,9,30,San Francisco,2.0
2018,9,30,Pittsburgh,1.0
2018,9,30,Carolina,0.0
2018,9,30,Tennessee,0.0
2018,9,30,Houston,1.0
2018,9,30,Arizona,1.0
2018,9,30,Green Bay,2.0
2018,9,30,Miami,1.0
2018,9,30,Denver,2.0
2018,9,30,Cleveland,1.0
2018,9,23,LA Rams,0.0
2018,9,23,New England,0.0
2018,9,23,Kansas City,0.0
2018,9,23,Philadelphia,1.0
2018,9,23,Indianapolis,0.0
2018,9,23,New Orleans,2.0
2018,9,23,Minnesota,2.0
2018,9,23,Atlanta,0.0
2018,9,23,Jacksonville,0.0
2018,9,23,LA Chargers,0.0
2018,9,23,Detroit,0.0
2018,9,23,Buffalo,2.0
2018,9,23,NY Jets,0.0
2018,9,23,Chicago,0.0
2018,9,23,Cincinnati,0.0
2018,9,23,Seattle,0.0
2018,9,23,Washington,3.0
2018,9,23,Baltimore,1.0
2018,9,23,Dallas,0.0
2018,9,23,NY Giants,1.0
2018,9,23,Las Vegas,1.0
2018,9,23,Tampa Bay,3.0
2018,9,23,San Francisco,2.0
2018,9,23,Pittsburgh,1.0
2018,9,23,Carolina,0.0
2018,9,23,Tennessee,0.0
2018,9,23,Houston,1.0
2018,9,23,Arizona,1.0
2018,9,23,Green Bay,2.0
2018,9,23,Miami,1.0
2018,9,23,Denver,2.0
2018,9,23,Cleveland,1.0
2018,9,16,LA Rams,0.0
2018,9,16,New England,0.0
2018,9,16,Kansas City,0.0
2018,9,16,Philadelphia,1.0
2018,9,16,Indianapolis,0.0
2018,9,16,New Orleans,2.0
2018,9,16,Minnesota,2.0
2018,9,16,Atlanta,0.0
2018,9,16,Jacksonville,0.0
2018,9,16,LA Chargers,0.0
2018,9,16,Detroit,0.0
2018,9,16,Buffalo,2.0
2018,9,16,NY Jets,0.0
2018,9,16,Chicago,0.0
2018,9,16,Cincinnati,0.0
2018,9,16,Seattle,0.0
2018,9,16,Washington,3.0
2018,9,16,Baltimore,1.0
2018,9,16,Dallas,0.0
2018,9,16,NY Giants,1.0
2018,9,16,Las Vegas,1.0
2018,9,16,Tampa Bay,3.0
2018,9,16,San Francisco,2.0
2018,9,16,Pittsburgh,1.0
2018,9,16,Carolina,0.0
2018,9,16,Tennessee,0.0
2018,9,16,Houston,1.0
2018,9,16,Arizona,1.0
2018,9,16,Green Bay,2.0
2018,9,16,Miami,1.0
2018,9,16,Denver,2.0
2018,9,16,Cleveland,1.0
2018,9,9,LA Rams,0.0
2018,9,9,New England,0.0
2018,9,9,Kansas City,0.0
2018,9,9,Philadelphia,1.0
2018,9,9,Indianapolis,0.0
2018,9,9,New Orleans,2.0
2018,9,9,Minnesota,2.0
2018,9,9,Atlanta,0.0
2018,9,9,Jacksonville,0.0
2018,9,9,LA Chargers,0.0
2018,9,9,Detroit,0.0
2018,9,9,Buffalo,2.0
2018,9,9,NY Jets,0.0
2018,9,9,Chicago,0.0
2018,9,9,Cincinnati,0.0
2018,9,9,Seattle,0.0
2018,9,9,Washington,3.0
2018,9,9,Baltimore,1.0
2018,9,9,Dallas,0.0
2018,9,9,NY Giants,1.0
2018,9,9,Las Vegas,1.0
2018,9,9,Tampa Bay,3.0
2018,9,9,San Francisco,2.0
2018,9,9,Pittsburgh,1.0
2018,9,9,Carolina,0.0
2018,9,9,Tennessee,0.0
2018,9,9,Houston,1.0
2018,9,9,Arizona,1.0
2018,9,9,Green Bay,2.0
2018,9,9,Miami,1.0
2018,9,9,Denver,2.0
2018,9,9,Cleveland,1.0
2018,9,2,LA Rams,0.0
2018,9,2,New England,0.0
2018,9,2,Kansas City,0.0
2018,9,2,Philadelphia,1.0
2018,9,2,Indianapolis,0.0
2018,9,2,New Orleans,2.0
2018,9,2,Minnesota,2.0
2018,9,2,Atlanta,0.0
2018,9,2,Jacksonville,0.0
2018,9,2,LA Chargers,0.0
2018,9,2,Detroit,0.0
2018,9,2,Buffalo,2.0
2018,9,2,NY Jets,0.0
2018,9,2,Chicago,0.0
2018,9,2,Cincinnati,0.0
2018,9,2,Seattle,0.0
2018,9,2,Washington,3.0
2018,9,2,Baltimore,1.0
2018,9,2,Dallas,0.0
2018,9,2,NY Giants,1.0
2018,9,2,Las Vegas,1.0
2018,9,2,Tampa Bay,3.0
2018,9,2,San Francisco,2.0
2018,9,2,Pittsburgh,1.0
2018,9,2,Carolina,0.0
2018,9,2,Tennessee,0.0
2018,9,2,Houston,1.0
2018,9,2,Arizona,1.0
2018,9,2,Green Bay,2.0
2018,9,2,Miami,1.0
2018,9,2,Denver,2.0
2018,9,2,Cleveland,1.0
2018,2,25,LA Rams,0.0
2018,2,25,New England,0.0
2018,2,25,Kansas City,0.0
2018,2,25,Philadelphia,1.0
2018,2,25,Indianapolis,0.0
2018,2,25,New Orleans,2.0
2018,2,25,Minnesota,2.0
2018,2,25,Atlanta,0.0
2018,2,25,Jacksonville,0.0
2018,2,25,LA Chargers,0.0
2018,2,25,Detroit,0.0
2018,2,25,Buffalo,2.0
2018,2,25,NY Jets,0.0
2018,2,25,Chicago,0.0
2018,2,25,Cincinnati,0.0
2018,2,25,Seattle,0.0
2018,2,25,Washington,3.0
2018,2,25,Baltimore,1.0
2018,2,25,Dallas,0.0
2018,2,25,NY Giants,1.0
2018,2,25,Las Vegas,1.0
2018,2,25,Tampa Bay,3.0
2018,2,25,San Francisco,2.0
2018,2,25,Pittsburgh,1.0
2018,2,25,Carolina,0.0
2018,2,25,Tennessee,0.0
2018,2,25,Houston,1.0
2018,2,25,Arizona,1.0
2018,2,25,Green Bay,2.0
2018,2,25,Miami,1.0
2018,2,25,Denver,2.0
2018,2,25,Cleveland,1.0
2018,2,18,LA Rams,0.0
2018,2,18,New England,0.0
2018,2,18,Kansas City,0.0
2018,2,18,Philadelphia,1.0
2018,2,18,Indianapolis,0.0
2018,2,18,New Orleans,2.0
2018,2,18,Minnesota,2.0
2018,2,18,Atlanta,0.0
2018,2,18,Jacksonville,0.0
2018,2,18,LA Chargers,0.0
2018,2,18,Detroit,0.0
2018,2,18,Buffalo,2.0
2018,2,18,NY Jets,0.0
2018,2,18,Chicago,0.0
2018,2,18,Cincinnati,0.0
2018,2,18,Seattle,0.0
2018,2,18,Washington,3.0
2018,2,18,Baltimore,1.0
2018,2,18,Dallas,0.0
2018,2,18,NY Giants,1.0
2018,2,18,Las Vegas,1.0
2018,2,18,Tampa Bay,3.0
2018,2,18,San Francisco,2.0
2018,2,18,Pittsburgh,1.0
2018,2,18,Carolina,0.0
2018,2,18,Tennessee,0.0
2018,2,18,Houston,1.0
2018,2,18,Arizona,1.0
2018,2,18,Green Bay,2.0
2018,2,18,Miami,1.0
2018,2,18,Denver,2.0
2018,2,18,Cleveland,1.0
2018,2,11,LA Rams,0.0
2018,2,11,New England,0.0
2018,2,11,Kansas City,0.0
2018,2,11,Philadelphia,1.0
2018,2,11,Indianapolis,0.0
2018,2,11,New Orleans,2.0
2018,2,11,Minnesota,2.0
2018,2,11,Atlanta,0.0
2018,2,11,Jacksonville,0.0
2018,2,11,LA Chargers,0.0
2018,2,11,Detroit,0.0
2018,2,11,Buffalo,2.0
2018,2,11,NY Jets,0.0
2018,2,11,Chicago,0.0
2018,2,11,Cincinnati,0.0
2018,2,11,Seattle,0.0
2018,2,11,Washington,3.0
2018,2,11,Baltimore,1.0
2018,2,11,Dallas,0.0
2018,2,11,NY Giants,1.0
2018,2,11,Las Vegas,1.0
2018,2,11,Tampa Bay,3.0
2018,2,11,San Francisco,2.0
2018,2,11,Pittsburgh,1.0
2018,2,11,Carolina,0.0
2018,2,11,Tennessee,0.0
2018,2,11,Houston,1.0
2018,2,11,Arizona,1.0
2018,2,11,Green Bay,2.0
2018,2,11,Miami,1.0
2018,2,11,Denver,2.0
2018,2,11,Cleveland,1.0
2018,2,4,LA Rams,0.0
2018,2,4,New England,0.0
2018,2,4,Kansas City,0.0
2018,2,4,Philadelphia,0.0
2018,2,4,Indianapolis,0.0
2018,2,4,New Orleans,2.0
2018,2,4,Minnesota,2.0
2018,2,4,Atlanta,0.0
2018,2,4,Jacksonville,0.0
2018,2,4,LA Chargers,0.0
2018,2,4,Detroit,0.0
2018,2,4,Buffalo,2.0
2018,2,4,NY Jets,0.0
2018,2,4,Chicago,0.0
2018,2,4,Cincinnati,0.0
2018,2,4,Seattle,0.0
2018,2,4,Washington,3.0
2018,2,4,Baltimore,1.0
2018,2,4,Dallas,0.0
2018,2,4,NY Giants,1.0
2018,2,4,Las Vegas,1.0
2018,2,4,Tampa Bay,3.0
2018,2,4,San Francisco,2.0
2018,2,4,Pittsburgh,1.0
2018,2,4,Carolina,0.0
2018,2,4,Tennessee,0.0
2018,2,4,Houston,1.0
2018,2,4,Arizona,1.0
2018,2,4,Green Bay,2.0
2018,2,4,Miami,1.0
2018,2,4,Denver,2.0
2018,2,4,Cleveland,1.0
2018,1,28,LA Rams,0.0
2018,1,28,New England,0.0
2018,1,28,Kansas City,0.0
2018,1,28,Philadelphia,0.0
2018,1,28,Indianapolis,0.0
2018,1,28,New Orleans,2.0
2018,1,28,Minnesota,2.0
2018,1,28,Atlanta,0.0
2018,1,28,Jacksonville,0.0
2018,1,28,LA Chargers,0.0
2018,1,28,Detroit,0.0
2018,1,28,Buffalo,2.0
2018,1,28,NY Jets,0.0
2018,1,28,Chicago,0.0
2018,1,28,Cincinnati,0.0
2018,1,28,Seattle,0.0
2018,1,28,Washington,3.0
2018,1,28,Baltimore,1.0
2018,1,28,Dallas,0.0
2018,1,28,NY Giants,1.0
2018,1,28,Las Vegas,1.0
2018,1,28,Tampa Bay,3.0
2018,1,28,San Francisco,2.0
2018,1,28,Pittsburgh,1.0
2018,1,28,Carolina,0.0
2018,1,28,Tennessee,0.0
2018,1,28,Houston,1.0
2018,1,28,Arizona,1.0
2018,1,28,Green Bay,2.0
2018,1,28,Miami,1.0
2018,1,28,Denver,2.0
2018,1,28,Cleveland,1.0
2018,1,21,LA Rams,0.0
2018,1,21,New England,0.0
2018,1,21,Kansas City,0.0
2018,1,21,Philadelphia,0.0
2018,1,21,Minnesota,1.0
2018,1,21,Indianapolis,0.0
2018,1,21,New Orleans,2.0
2018,1,21,Atlanta,0.0
2018,1,21,LA Chargers,0.0
2018,1,21,Detroit,0.0
2018,1,21,Buffalo,2.0
2018,1,21,Jacksonville,0.0
2018,1,21,NY Jets,0.0
2018,1,21,Chicago,0.0
2018,1,21,Cincinnati,0.0
2018,1,21,Seattle,0.0
2018,1,21,Washington,3.0
2018,1,21,Baltimore,1.0
2018,1,21,Dallas,0.0
2018,1,21,NY Giants,1.0
2018,1,21,Las Vegas,1.0
2018,1,21,Tampa Bay,3.0
2018,1,21,San Francisco,2.0
2018,1,21,Pittsburgh,1.0
2018,1,21,Carolina,0.0
2018,1,21,Tennessee,0.0
2018,1,21,Houston,1.0
2018,1,21,Arizona,1.0
2018,1,21,Green Bay,2.0
2018,1,21,Miami,1.0
2018,1,21,Denver,2.0
2018,1,21,Cleveland,1.0
2018,1,14,LA Rams,0.0
2018,1,14,New England,0.0
2018,1,14,Kansas City,0.0
2018,1,14,Minnesota,0.0
2018,1,14,Philadelphia,0.0
2018,1,14,New Orleans,1.0
2018,1,14,Indianapolis,0.0
2018,1,14,Atlanta,0.0
2018,1,14,LA Chargers,0.0
2018,1,14,Detroit,0.0
2018,1,14,Buffalo,2.0
2018,1,14,NY Jets,0.0
2018,1,14,Chicago,0.0
2018,1,14,Cincinnati,0.0
2018,1,14,Seattle,0.0
2018,1,14,Jacksonville,0.0
2018,1,14,Dallas,0.0
2018,1,14,Washington,3.0
2018,1,14,Baltimore,1.0
2018,1,14,NY Giants,1.0
2018,1,14,Las Vegas,1.0
2018,1,14,Tampa Bay,3.0
2018,1,14,Pittsburgh,1.0
2018,1,14,San Francisco,2.0
2018,1,14,Carolina,0.0
2018,1,14,Tennessee,0.0
2018,1,14,Houston,1.0
2018,1,14,Arizona,1.0
2018,1,14,Green Bay,2.0
2018,1,14,Miami,1.0
2018,1,14,Denver,2.0
2018,1,14,Cleveland,1.0
2018,1,7,LA Rams,0.0
2018,1,7,Kansas City,0.0
2018,1,7,New England,0.0
2018,1,7,Minnesota,0.0
2018,1,7,New Orleans,0.0
2018,1,7,Indianapolis,0.0
2018,1,7,Philadelphia,1.0
2018,1,7,Buffalo,0.0
2018,1,7,Detroit,0.0
2018,1,7,LA Chargers,0.0
2018,1,7,Atlanta,0.0
2018,1,7,Seattle,0.0
2018,1,7,Chicago,0.0
2018,1,7,Cincinnati,0.0
2018,1,7,NY Jets,0.0
2018,1,7,Baltimore,1.0
2018,1,7,Jacksonville,2.0
2018,1,7,Dallas,0.0
2018,1,7,Washington,3.0
2018,1,7,Tampa Bay,3.0
2018,1,7,NY Giants,1.0
2018,1,7,Las Vegas,1.0
2018,1,7,Pittsburgh,1.0
2018,1,7,San Francisco,2.0
2018,1,7,Carolina,3.0
2018,1,7,Tennessee,1.0
2018,1,7,Houston,1.0
2018,1,7,Green Bay,2.0
2018,1,7,Arizona,1.0
2018,1,7,Miami,1.0
2018,1,7,Denver,2.0
2018,1,7,Cleveland,1.0
2017,12,31,LA Rams,0.0
2017,12,31,Kansas City,0.0
2017,12,31,New England,1.0
2017,12,31,New Orleans,1.0
2017,12,31,Philadelphia,1.0
2017,12,31,Minnesota,0.0
2017,12,31,Indianapolis,0.0
2017,12,31,Buffalo,0.0
2017,12,31,Washington,1.0
2017,12,31,LA Chargers,0.0
2017,12,31,Jacksonville,3.0
2017,12,31,Tampa Bay,0.0
2017,12,31,Detroit,1.0
2017,12,31,NY Jets,1.0
2017,12,31,Baltimore,0.0
2017,12,31,Seattle,0.0
2017,12,31,Atlanta,1.0
2017,12,31,Chicago,0.0
2017,12,31,Cincinnati,1.0
2017,12,31,San Francisco,1.0
2017,12,31,NY Giants,2.0
2017,12,31,Las Vegas,2.0
2017,12,31,Carolina,1.0
2017,12,31,Dallas,2.0
2017,12,31,Pittsburgh,0.0
2017,12,31,Houston,1.0
2017,12,31,Green Bay,2.0
2017,12,31,Arizona,2.0
2017,12,31,Tennessee,1.0
2017,12,31,Denver,1.0
2017,12,31,Miami,0.0
2017,12,31,Cleveland,2.0
2017,12,24,New England,1.0
2017,12,24,LA Rams,1.0
2017,12,24,New Orleans,1.0
2017,12,24,Kansas City,0.0
2017,12,24,Philadelphia,0.0
2017,12,24,Minnesota,0.0
2017,12,24,Jacksonville,0.0
2017,12,24,Indianapolis,0.0
2017,12,24,Washington,0.0
2017,12,24,Detroit,0.0
2017,12,24,Buffalo,0.0
2017,12,24,Atlanta,0.0
2017,12,24,LA Chargers,3.0
2017,12,24,NY Giants,1.0
2017,12,24,Tampa Bay,0.0
2017,12,24,NY Jets,2.0
2017,12,24,Las Vegas,0.0
2017,12,24,Cincinnati,2.0
2017,12,24,Dallas,2.0
2017,12,24,Baltimore,0.0
2017,12,24,San Francisco,0.0
2017,12,24,Carolina,0.0
2017,12,24,Chicago,3.0
2017,12,24,Seattle,0.0
2017,12,24,Pittsburgh,1.0
2017,12,24,Green Bay,2.0
2017,12,24,Houston,1.0
2017,12,24,Arizona,1.0
2017,12,24,Tennessee,0.0
2017,12,24,Denver,1.0
2017,12,24,Miami,3.0
2017,12,24,Cleveland,2.0
2017,12,17,New England,2.0
2017,12,17,LA Rams,0.0
2017,12,17,New Orleans,1.0
2017,12,17,Kansas City,0.0
2017,12,17,Minnesota,2.0
2017,12,17,Philadelphia,1.0
2017,12,17,Jacksonville,0.0
2017,12,17,Indianapolis,0.0
2017,12,17,NY Jets,1.0
2017,12,17,Cincinnati,1.0
2017,12,17,Dallas,0.0
2017,12,17,Washington,1.0
2017,12,17,Detroit,0.0
2017,12,17,Buffalo,1.0
2017,12,17,NY Giants,2.0
2017,12,17,LA Chargers,3.0
2017,12,17,Tampa Bay,2.0
2017,12,17,Atlanta,3.0
2017,12,17,Las Vegas,2.0
2017,12,17,Green Bay,0.0
2017,12,17,Chicago,3.0
2017,12,17,Baltimore,1.0
2017,12,17,Carolina,1.0
2017,12,17,Seattle,3.0
2017,12,17,San Francisco,1.0
2017,12,17,Pittsburgh,0.0
2017,12,17,Arizona,0.0
2017,12,17,Houston,0.0
2017,12,17,Tennessee,2.0
2017,12,17,Miami,0.0
2017,12,17,Denver,1.0
2017,12,17,Cleveland,2.0
2017,12,10,New England,1.0
2017,12,10,Minnesota,0.0
2017,12,10,New Orleans,1.0
2017,12,10,Philadelphia,1.0
2017,12,10,LA Rams,1.0
2017,12,10,Kansas City,0.0
2017,12,10,LA Chargers,0.0
2017,12,10,NY Giants,0.0
2017,12,10,NY Jets,0.0
2017,12,10,Detroit,2.0
2017,12,10,Washington,2.0
2017,12,10,Cincinnati,0.0
2017,12,10,Jacksonville,0.0
2017,12,10,Seattle,0.0
2017,12,10,Buffalo,1.0
2017,12,10,Chicago,0.0
2017,12,10,Dallas,0.0
2017,12,10,Las Vegas,0.0
2017,12,10,Tampa Bay,0.0
2017,12,10,Indianapolis,2.0
2017,12,10,Atlanta,3.0
2017,12,10,Baltimore,0.0
2017,12,10,Carolina,0.0
2017,12,10,Green Bay,1.0
2017,12,10,San Francisco,1.0
2017,12,10,Pittsburgh,1.0
2017,12,10,Tennessee,0.0
2017,12,10,Arizona,2.0
2017,12,10,Houston,1.0
2017,12,10,Miami,2.0
2017,12,10,Denver,3.0
2017,12,10,Cleveland,1.0
2017,12,3,New England,1.0
2017,12,3,Minnesota,0.0
2017,12,3,New Orleans,0.0
2017,12,3,LA Rams,1.0
2017,12,3,Philadelphia,0.0
2017,12,3,Kansas City,1.0
2017,12,3,Detroit,1.0
2017,12,3,LA Chargers,0.0
2017,12,3,Indianapolis,0.0
2017,12,3,Washington,2.0
2017,12,3,NY Jets,0.0
2017,12,3,NY Giants,1.0
2017,12,3,Atlanta,0.0
2017,12,3,Jacksonville,1.0
2017,12,3,Cincinnati,0.0
2017,12,3,Buffalo,0.0
2017,12,3,Dallas,0.0
2017,12,3,Seattle,1.0
2017,12,3,Chicago,2.0
2017,12,3,Tampa Bay,0.0
2017,12,3,Las Vegas,0.0
2017,12,3,Green Bay,0.0
2017,12,3,San Francisco,1.0
2017,12,3,Baltimore,0.0
2017,12,3,Carolina,0.0
2017,12,3,Arizona,1.0
2017,12,3,Pittsburgh,2.0
2017,12,3,Houston,2.0
2017,12,3,Tennessee,2.0
2017,12,3,Denver,1.0
2017,12,3,Miami,2.0
2017,12,3,Cleveland,0.0
2017,11,26,New England,0.0
2017,11,26,LA Rams,0.0
2017,11,26,Minnesota,0.0
2017,11,26,Philadelphia,0.0
2017,11,26,New Orleans,1.0
2017,11,26,Kansas City,3.0
2017,11,26,Washington,1.0
2017,11,26,Detroit,1.0
2017,11,26,LA Chargers,0.0
2017,11,26,Jacksonville,0.0
2017,11,26,Chicago,0.0
2017,11,26,Indianapolis,1.0
2017,11,26,NY Giants,1.0
2017,11,26,Seattle,1.0
2017,11,26,Atlanta,0.0
2017,11,26,NY Jets,1.0
2017,11,26,Cincinnati,0.0
2017,11,26,Buffalo,5.0
2017,11,26,Dallas,2.0
2017,11,26,San Francisco,1.0
2017,11,26,Tampa Bay,0.0
2017,11,26,Las Vegas,1.0
2017,11,26,Green Bay,3.0
2017,11,26,Pittsburgh,0.0
2017,11,26,Baltimore,1.0
2017,11,26,Carolina,0.0
2017,11,26,Houston,1.0
2017,11,26,Arizona,2.0
2017,11,26,Tennessee,4.0
2017,11,26,Miami,3.0
2017,11,26,Denver,1.0
2017,11,26,Cleveland,2.0
2017,11,19,New England,0.0
2017,11,19,Kansas City,1.0
2017,11,19,Buffalo,1.0
2017,11,19,LA Rams,0.0
2017,11,19,New Orleans,0.0
2017,11,19,Dallas,0.0
2017,11,19,Philadelphia,0.0
2017,11,19,Detroit,1.0
2017,11,19,Washington,1.0
2017,11,19,Minnesota,2.0
2017,11,19,NY Giants,0.0
2017,11,19,Indianapolis,1.0
2017,11,19,Chicago,0.0
2017,11,19,Seattle,0.0
2017,11,19,Jacksonville,2.0
2017,11,19,Green Bay,0.0
2017,11,19,LA Chargers,1.0
2017,11,19,NY Jets,1.0
2017,11,19,Atlanta,1.0
2017,11,19,Las Vegas,1.0
2017,11,19,Cincinnati,0.0
2017,11,19,San Francisco,1.0
2017,11,19,Arizona,0.0
2017,11,19,Pittsburgh,0.0
2017,11,19,Tampa Bay,1.0
2017,11,19,Carolina,0.0
2017,11,19,Baltimore,2.0
2017,11,19,Houston,2.0
2017,11,19,Miami,1.0
2017,11,19,Tennessee,4.0
2017,11,19,Denver,1.0
2017,11,19,Cleveland,1.0
2017,11,12,Kansas City,1.0
2017,11,12,New England,0.0
2017,11,12,Buffalo,0.0
2017,11,12,Minnesota,1.0
2017,11,12,Dallas,0.0
2017,11,12,New Orleans,0.0
2017,11,12,Detroit,0.0
2017,11,12,Washington,0.0
2017,11,12,LA Rams,0.0
2017,11,12,Philadelphia,0.0
2017,11,12,Jacksonville,0.0
2017,11,12,Indianapolis,0.0
2017,11,12,NY Giants,1.0
2017,11,12,LA Chargers,1.0
2017,11,12,NY Jets,0.0
2017,11,12,Seattle,0.0
2017,11,12,Atlanta,1.0
2017,11,12,Tennessee,1.0
2017,11,12,Green Bay,0.0
2017,11,12,Chicago,1.0
2017,11,12,San Francisco,1.0
2017,11,12,Las Vegas,1.0
2017,11,12,Cincinnati,0.0
2017,11,12,Tampa Bay,0.0
2017,11,12,Houston,0.0
2017,11,12,Arizona,0.0
2017,11,12,Baltimore,2.0
2017,11,12,Pittsburgh,1.0
2017,11,12,Miami,0.0
2017,11,12,Carolina,0.0
2017,11,12,Denver,2.0
2017,11,12,Cleveland,0.0
2017,11,5,Kansas City,1.0
2017,11,5,New England,0.0
2017,11,5,Buffalo,0.0
2017,11,5,Minnesota,1.0
2017,11,5,Dallas,0.0
2017,11,5,New Orleans,0.0
2017,11,5,Detroit,0.0
2017,11,5,Washington,1.0
2017,11,5,LA Rams,1.0
2017,11,5,Philadelphia,1.0
2017,11,5,NY Giants,0.0
2017,11,5,Jacksonville,0.0
2017,11,5,Seattle,1.0
2017,11,5,LA Chargers,1.0
2017,11,5,Indianapolis,1.0
2017,11,5,NY Jets,0.0
2017,11,5,Atlanta,0.0
2017,11,5,Tennessee,0.0
2017,11,5,San Francisco,2.0
2017,11,5,Las Vegas,2.0
2017,11,5,Chicago,1.0
2017,11,5,Green Bay,1.0
2017,11,5,Baltimore,0.0
2017,11,5,Pittsburgh,1.0
2017,11,5,Cincinnati,0.0
2017,11,5,Tampa Bay,2.0
2017,11,5,Houston,3.0
2017,11,5,Arizona,2.0
2017,11,5,Miami,2.0
2017,11,5,Carolina,1.0
2017,11,5,Denver,3.0
2017,11,5,Cleveland,0.0
2017,10,29,New England,0.0
2017,10,29,Minnesota,0.0
2017,10,29,Kansas City,0.0
2017,10,29,New Orleans,0.0
2017,10,29,Seattle,0.0
2017,10,29,Tennessee,0.0
2017,10,29,Detroit,0.0
2017,10,29,Buffalo,0.0
2017,10,29,Washington,0.0
2017,10,29,Pittsburgh,0.0
2017,10,29,LA Rams,0.0
2017,10,29,NY Jets,0.0
2017,10,29,Philadelphia,0.0
2017,10,29,Las Vegas,2.0
2017,10,29,Jacksonville,0.0
2017,10,29,Dallas,0.0
2017,10,29,Green Bay,0.0
2017,10,29,San Francisco,1.0
2017,10,29,Houston,2.0
2017,10,29,Atlanta,3.0
2017,10,29,Miami,2.0
2017,10,29,Indianapolis,0.0
2017,10,29,Chicago,2.0
2017,10,29,Baltimore,2.0
2017,10,29,Carolina,3.0
2017,10,29,Cincinnati,0.0
2017,10,29,NY Giants,2.0
2017,10,29,Denver,2.0
2017,10,29,LA Chargers,3.0
2017,10,29,Arizona,0.0
2017,10,29,Tampa Bay,3.0
2017,10,29,Cleveland,3.0
2017,10,22,Atlanta,0.0
2017,10,22,Tampa Bay,0.0
2017,10,22,Seattle,0.0
2017,10,22,New Orleans,0.0
2017,10,22,New England,0.0
2017,10,22,Minnesota,0.0
2017,10,22,Miami,0.0
2017,10,22,Las Vegas,0.0
2017,10,22,Kansas City,0.0
2017,10,22,LA Rams,0.0
2017,10,22,Tennessee,1.0
2017,10,22,Carolina,0.0
2017,10,22,Washington,0.0
2017,10,22,Buffalo,0.0
2017,10,22,LA Chargers,0.0
2017,10,22,Pittsburgh,0.0
2017,10,22,Houston,0.0
2017,10,22,Detroit,0.0
2017,10,22,Philadelphia,1.0
2017,10,22,Baltimore,1.0
2017,10,22,Jacksonville,2.0
2017,10,22,Green Bay,1.0
2017,10,22,Chicago,2.0
2017,10,22,San Francisco,1.0
2017,10,22,Denver,1.0
2017,10,22,Dallas,2.0
2017,10,22,NY Jets,0.0
2017,10,22,NY Giants,1.0
2017,10,22,Indianapolis,1.0
2017,10,22,Arizona,1.0
2017,10,22,Cincinnati,0.0
2017,10,22,Cleveland,4.0
2017,10,15,Atlanta,0.0
